Id,Predicted
38177,0.88632035
29227,0.7678934
25250,0.88084835
22791,0.83721495
12730,0.9007141
37639,0.04350986
27683,0.3711689
8378,0.7655102
34057,0.69522804
30758,0.034379587
21719,0.845018
7453,0.67480713
37248,0.6093445
29242,0.18731259
22501,0.064065576
35829,0.20946464
11016,0.13392414
8898,0.31970647
31930,0.7138931
11912,0.8998261
11109,0.035060186
12310,0.67644715
23150,0.14222981
32692,0.9621263
20735,0.6617943
37093,0.4009325
27070,0.94724786
30132,0.1948931
28702,0.71665406
27769,0.6033575
29715,0.9138471
32318,0.83015686
33102,0.1288246
18118,0.93079764
27903,0.9632595
19042,0.9851267
26080,0.80193704
11332,0.20277624
11849,0.35215363
1062,0.03569597
37709,0.34783337
8896,0.21135347
33014,0.30118307
34872,0.49339408
31220,0.94180405
36407,0.949591
23697,0.20607363
20506,0.39639562
25423,0.24529815
11983,0.907088
14466,0.2777417
12078,0.8236932
5387,0.15904166
29226,0.08278749
23370,0.2141028
33601,0.28356287
18194,0.13316113
9605,0.37896052
30238,0.9149945
18436,0.08057537
32440,0.92159426
3319,0.94710517
1032,0.34104553
36519,0.27022138
36915,0.9146314
24988,0.12366781
15551,0.13581967
3252,0.87043875
36680,0.093434185
28434,0.07182011
22251,0.20897907
8988,0.13558663
21317,0.35629296
7346,0.4528437
30852,0.055235084
23496,0.14532274
14307,0.82194173
9545,0.86891437
15267,0.968889
26871,0.18690623
23575,0.89017475
31298,0.68334615
19735,0.9351896
3801,0.14520206
14159,0.22008207
1883,0.46031478
33746,0.891422
10522,0.85223603
3306,0.67852885
38075,0.2631987
15305,0.46027997
36946,0.96738786
36742,0.45599902
17209,0.8945092
31192,0.8832308
15244,0.5028876
15201,0.8267246
35019,0.8980095
35478,0.3177897
21430,0.84575164
8534,0.9830344
23053,0.34720007
84,0.44333783
9973,0.94150436
24161,0.886979
21815,0.90738726
11456,0.76964045
11055,0.18897195
16743,0.2550373
18991,0.10423165
10552,0.8291031
18239,0.77715415
15478,0.03788296
22964,0.4206793
11812,0.8277914
19268,0.69052476
27587,0.23998205
4197,0.9673073
29682,0.41926923
32446,0.4560779
4187,0.7138196
21975,0.8696057
7090,0.25106648
15523,0.38907102
2596,0.9184197
31497,0.42858225
31363,0.7940824
8859,0.9772931
25198,0.26963124
38469,0.09330407
28248,0.95319
16756,0.8548713
605,0.26903814
11074,0.83121926
33229,0.9762214
10435,0.2705607
11249,0.82315695
13619,0.18315108
11508,0.7715716
12909,0.6875064
29216,0.92449087
10823,0.60255885
14764,0.079500094
5360,0.90279883
10739,0.6409791
35607,0.75160974
31044,0.8528603
33737,0.57907164
17957,0.02036171
29963,0.85673016
37775,0.4479265
21381,0.76718134
14722,0.6055792
11528,0.8499954
10967,0.15580018
8319,0.34713945
32700,0.21026833
35308,0.40413225
35484,0.83837336
2483,0.59896725
31820,0.6463805
25133,0.76649463
10728,0.96476316
30067,0.75756055
33487,0.8803679
23199,0.63210946
18326,0.20019922
28189,0.9590476
3106,0.32685506
22424,0.94838625
28288,0.18705402
10723,0.69263434
8358,0.16534105
8486,0.88323057
9837,0.8862505
2492,0.6951298
15643,0.3333348
6377,0.20534188
32294,0.9604321
19927,0.025760368
22387,0.6993225
35069,0.89812964
30130,0.89586085
9253,0.9281994
957,0.07701913
11443,0.10049355
6593,0.07808767
26112,0.9688214
17609,0.515031
1576,0.7973961
21352,0.27673796
13853,0.57283217
16542,0.17413749
29532,0.2621967
32487,0.16255575
14434,0.04061323
20854,0.8067229
13817,0.29298785
18260,0.9096904
13590,0.624013
5981,0.95125556
38979,0.6450732
9201,0.2095796
33851,0.7860593
28065,0.08490158
3001,0.539908
10454,0.4528401
33043,0.2972023
34923,0.9627159
20994,0.7415233
22256,0.53322476
27066,0.5732696
33288,0.97635514
22158,0.7867793
18108,0.9598981
38969,0.82195187
29964,0.24725193
27264,0.5359835
16955,0.7665256
24615,0.9580747
6643,0.52261883
30346,0.88292205
12705,0.8078958
20830,0.25611296
38616,0.09831729
10949,0.9706306
18011,0.14531699
37918,0.18678936
32785,0.1527192
225,0.92659026
9041,0.29023984
28931,0.77794945
22893,0.85523695
19824,0.2568729
25407,0.85930187
19292,0.9476354
25503,0.784272
24457,0.8382438
25830,0.050507266
2273,0.6614428
28216,0.0492237
22134,0.92270225
37508,0.8452086
32569,0.6714088
12794,0.21849766
24594,0.4653542
38687,0.9769927
12415,0.82887936
25433,0.08824238
27242,0.9528909
33426,0.9429791
11283,0.67064935
34870,0.29765442
28135,0.9619272
6352,0.29194117
37817,0.6982548
2529,0.29371104
26624,0.699888
4516,0.1845024
36882,0.8780196
8411,0.24221355
13403,0.37876242
35104,0.8660332
24461,0.96713567
10628,0.11355921
34847,0.73584485
38234,0.95791256
15326,0.90725374
5483,0.13845342
9275,0.521074
25151,0.8156539
31217,0.7148447
15542,0.6537789
16216,0.18530262
11354,0.6183397
22738,0.93147945
15684,0.10714794
27265,0.8093245
3165,0.13370371
12828,0.77840805
38292,0.7088883
33354,0.87995607
8386,0.86715156
35432,0.78799343
7543,0.5122297
22773,0.62207615
31355,0.69070363
27976,0.3163942
13070,0.9181053
22519,0.5385499
20805,0.7196228
9529,0.96500045
25155,0.16565898
35740,0.79276305
2167,0.28402522
37381,0.50360894
5214,0.618431
38510,0.7814464
4622,0.28767893
26067,0.84507555
37717,0.7885804
29308,0.9721419
10894,0.46662524
31774,0.97647506
22902,0.7702377
22944,0.8851778
32662,0.30382177
20258,0.7488737
35673,0.037985716
9007,0.15092902
5056,0.12972486
1837,0.8190085
1030,0.9623954
10842,0.17777668
18540,0.1296513
34780,0.12934807
31492,0.8813289
10155,0.8847786
18362,0.7430505
18525,0.8125801
30012,0.64660746
17549,0.08942146
34869,0.67113227
17426,0.7078794
26807,0.7253863
31309,0.276647
14312,0.8968122
22766,0.14627053
16446,0.14428605
21057,0.16165237
26789,0.28609872
10747,0.2955471
9052,0.46486285
12591,0.8738888
15661,0.80824697
11423,0.12569676
22459,0.66091037
23103,0.68706155
23112,0.83577
35512,0.41501036
23122,0.11946853
20387,0.8465134
600,0.88278544
1818,0.07831712
21894,0.8643826
32843,0.6699705
22329,0.89047486
38956,0.53405434
11818,0.7400173
22263,0.22014496
15379,0.6752083
31457,0.6599256
21478,0.055135287
39075,0.9542495
21531,0.17566548
10129,0.80526763
16473,0.8044666
19951,0.10472365
5779,0.17691396
10646,0.08576494
30332,0.12841617
12971,0.96837217
9498,0.47521505
9086,0.84904194
38778,0.72733164
7798,0.7578454
19860,0.2630023
3391,0.48432064
34897,0.64472127
31837,0.26909053
4548,0.5885835
17137,0.02279692
21231,0.9603704
23782,0.022730188
3478,0.47260925
35709,0.80763406
23759,0.8104981
24833,0.08891052
665,0.9269219
9726,0.48766786
34936,0.80236435
35545,0.8332688
21580,0.032536972
12586,0.47083715
8160,0.07434329
18539,0.07319022
4040,0.48946965
29959,0.9403393
18871,0.6850888
10244,0.8305104
35897,0.20008041
16385,0.052937347
25119,0.95626825
25436,0.92324656
1465,0.21693519
17528,0.94870126
35081,0.7220091
27016,0.38630188
23435,0.108342715
1493,0.36435646
23442,0.74715585
10808,0.27806243
26631,0.14033131
19855,0.48845142
22596,0.6090269
34099,0.9565806
10772,0.7679113
3338,0.09043985
38006,0.03321532
3348,0.1225661
19501,0.6848819
29740,0.8408742
23515,0.8668837
37481,0.8713996
23516,0.976767
7067,0.79052496
8737,0.3858785
10448,0.8562054
37283,0.9770775
38429,0.7352223
24629,0.7986362
15715,0.9156244
25059,0.9428131
10652,0.7725356
17756,0.7719914
31587,0.9602021
1674,0.65420735
25558,0.6784923
17605,0.69969666
9330,0.25265628
9057,0.17848144
26958,0.20699792
14340,0.94593483
12403,0.32337162
7815,0.24581477
32004,0.86224145
12283,0.9656744
24549,0.90595365
21532,0.71593696
14152,0.12080657
23619,0.8187885
23287,0.56886846
10815,0.9403443
11873,0.7726458
36118,0.37674257
30807,0.6809452
18953,0.7876786
12736,0.44169956
14036,0.2028088
2885,0.048397433
28158,0.9322818
23635,0.7488028
17485,0.9598426
5579,0.78891516
27385,0.763019
2567,0.53380436
24918,0.1428143
35228,0.35353372
11649,0.81815356
22735,0.78300434
484,0.59810066
20951,0.958901
3414,0.75498796
36167,0.17276077
1625,0.28736547
2750,0.48701063
3729,0.80646086
17982,0.9770129
17455,0.8118213
16075,0.9260234
29621,0.91628987
11797,0.21231872
27221,0.6559352
11262,0.030068265
24936,0.67582273
34536,0.5571659
15459,0.83119994
27603,0.5853086
7340,0.20706633
27057,0.7686944
33915,0.88136536
17494,0.96150345
29366,0.08895045
23818,0.6145928
11910,0.47232345
31477,0.17905529
30538,0.920634
32772,0.13408321
31158,0.88165945
18389,0.91001475
24392,0.7125981
19353,0.97005
29536,0.75867033
35482,0.73957294
9866,0.7758473
11131,0.18802413
26476,0.56048834
22505,0.38434693
23758,0.601973
10210,0.8179282
27110,0.7318511
2262,0.81638676
13677,0.5548317
15832,0.47852215
2402,0.07935904
17483,0.7384204
2103,0.96678036
35367,0.24678537
37871,0.88376594
13248,0.84861976
21881,0.853743
3809,0.71141964
4973,0.786354
10231,0.8415416
37955,0.066351496
16630,0.71225846
25402,0.649568
19755,0.9371223
5594,0.0802797
6822,0.31861487
24646,0.70502657
12926,0.8589623
13440,0.8843609
24948,0.8786156
24008,0.9207127
9042,0.363187
8860,0.6978812
10106,0.82510257
20301,0.26497132
23152,0.735145
22956,0.19792543
4882,0.6017261
1757,0.68119866
3930,0.6930706
31498,0.14638619
847,0.927276
27096,0.089105025
20046,0.675868
36543,0.8464991
29170,0.61297125
12067,0.67202806
11572,0.28243375
37329,0.17635807
35694,0.7373585
34908,0.3726981
36941,0.05968412
3972,0.27581695
28928,0.62726015
39153,0.88825667
8882,0.3902728
36816,0.26894966
1144,0.90344805
8890,0.040121254
29551,0.6424134
36130,0.9149335
22765,0.7874939
37649,0.84241223
13371,0.96561694
21803,0.32483763
7834,0.23371048
14071,0.77770346
22896,0.18091236
9627,0.4103982
20164,0.040175047
12837,0.769245
35108,0.5257177
21682,0.810874
20152,0.72253376
34954,0.1648145
4524,0.25693333
23615,0.8567956
31116,0.23186563
32396,0.5205738
21428,0.7754288
27114,0.92264235
7974,0.688727
5784,0.06019698
28704,0.9264749
11637,0.56219715
9655,0.81279135
15342,0.5923505
38137,0.16672434
12093,0.21500069
719,0.2331619
30818,0.8690133
16331,0.060427908
4586,0.8901085
33683,0.643065
39073,0.043709334
21503,0.27720332
11713,0.87132925
37189,0.8942397
1071,0.512524
8577,0.13244936
23901,0.06867035
21432,0.012295446
6000,0.104332834
21494,0.9655884
13317,0.76138264
13325,0.58042324
25039,0.7636423
8211,0.8740995
7466,0.9386267
5876,0.83563274
19015,0.65231633
32249,0.19970888
11878,0.8610612
16900,0.686992
37296,0.046518885
22205,0.84806675
19213,0.05589656
23301,0.7675607
31095,0.47905886
21258,0.6257402
18306,0.6830216
8178,0.53996515
28301,0.9314315
16705,0.30544993
2006,0.8359407
5819,0.922324
27661,0.8073561
21124,0.8829937
5580,0.9243633
9781,0.92212296
15309,0.8234307
36420,0.79115844
21173,0.81319326
20470,0.32321492
8158,0.9581845
22222,0.7070189
3713,0.86168194
35966,0.23615661
35854,0.08617468
10110,0.09329901
35671,0.1780849
18238,0.5451402
12303,0.9590053
7845,0.8843414
1931,0.20391282
38812,0.9534537
11958,0.03588035
6719,0.6876606
7078,0.09312642
36688,0.42405343
34984,0.7259905
11981,0.41991237
6388,0.17313153
11437,0.2561817
31628,0.9302867
8831,0.8650944
11720,0.845135
30418,0.14120367
5524,0.76111335
16707,0.5527263
13752,0.88807714
12085,0.08631161
32482,0.6803705
18752,0.9630215
12097,0.8225506
8109,0.7816688
1978,0.93414074
32148,0.70368475
17432,0.054659348
16565,0.85909927
15968,0.9397338
38782,0.22899695
9976,0.27060297
12171,0.8254831
17954,0.7986153
42,0.06840302
5727,0.7727664
26848,0.8930002
10277,0.7404214
18673,0.8200699
36128,0.5822936
27267,0.93509036
30653,0.9785138
39097,0.46521127
15208,0.7661
6067,0.6578449
666,0.785281
26468,0.07308709
35538,0.27767223
38521,0.039367273
14361,0.582483
36879,0.7965589
31071,0.89769864
17497,0.66856086
24809,0.7271983
21137,0.84721065
27019,0.95462936
35905,0.4644066
8284,0.16811109
31631,0.11560531
34005,0.9858527
24009,0.0907571
14094,0.80120903
11915,0.090745464
19262,0.14105506
13059,0.83715683
1845,0.9242054
13011,0.87062573
20623,0.9041838
31876,0.10779427
35926,0.053260326
7992,0.8407627
20564,0.4582169
4002,0.9639674
25375,0.72072285
10847,0.89497167
16268,0.72588915
19836,0.79556155
12988,0.9401436
6414,0.57228273
19181,0.7563295
395,0.79184127
1976,0.7875608
16493,0.10503613
1065,0.75072193
2066,0.2506224
20441,0.83110005
4369,0.9340408
26622,0.5536876
285,0.78957117
25324,0.78138
38973,0.51552486
8535,0.92657614
13364,0.17657942
16683,0.9714324
8357,0.94443154
19409,0.7209845
11072,0.42170364
20739,0.83545333
12550,0.7589227
19862,0.82988906
26903,0.35518137
25984,0.98055905
20066,0.4451748
13838,0.10720433
33590,0.08096825
4929,0.21950734
9295,0.055264737
12771,0.7091378
4784,0.800802
33741,0.88658476
33361,0.060715873
15838,0.814895
12354,0.4818153
35641,0.9705091
693,0.8797118
1962,0.061687537
4472,0.9542782
28262,0.88667953
27636,0.2363645
20134,0.8475567
2187,0.9628557
10526,0.77439564
18150,0.94201386
32475,0.78323865
26523,0.20685682
19763,0.88181794
19096,0.23244739
7984,0.3539895
7548,0.49799895
23311,0.80668277
4071,0.9444327
13213,0.973693
32740,0.6719587
18720,0.14432204
8106,0.28681535
13990,0.27130163
38210,0.3265354
5172,0.58494735
13207,0.86410725
19900,0.878076
14029,0.033034272
2900,0.53055674
19873,0.65395576
24548,0.6876657
28625,0.05853591
26347,0.90863675
31760,0.88710016
11971,0.8336687
38018,0.42317808
22779,0.27313873
12940,0.029751476
19765,0.1074986
4404,0.8319894
3974,0.39029917
38156,0.8319184
5534,0.5485837
34829,0.9151729
17512,0.76630145
36070,0.7205012
20135,0.6662765
26232,0.07481119
31729,0.31750625
22837,0.37460262
12819,0.11693471
13641,0.78015643
31108,0.74476606
19577,0.84562224
16137,0.025443105
7779,0.729382
19095,0.1804301
13827,0.7413264
12631,0.1882279
5298,0.80273855
7813,0.7608902
3209,0.8352396
38390,0.20766611
32800,0.9725787
12913,0.945567
18232,0.6048125
8570,0.08537578
16032,0.04942137
5175,0.73934466
35575,0.15770543
6478,0.9026698
37185,0.3286619
14339,0.5866663
35919,0.76455146
6561,0.8568373
2773,0.07648896
37904,0.076348566
2412,0.6425646
23495,0.61023635
21890,0.9495151
30834,0.71553844
5412,0.026921501
29645,0.95390475
8897,0.27851856
21630,0.33924934
19373,0.86358213
30203,0.086061575
2713,0.18367133
17714,0.9449064
37935,0.9251773
17093,0.8060028
9386,0.08357118
7706,0.044136714
5399,0.53202945
31780,0.79204065
13132,0.94579536
13851,0.9690939
29412,0.6691062
4736,0.7552826
5427,0.7134887
6358,0.5884691
16506,0.1842512
13149,0.115678795
1794,0.8958236
6708,0.12037177
30408,0.9824851
19154,0.62832814
32509,0.8761252
13179,0.36489213
20216,0.038636915
35301,0.93557876
13485,0.8235666
14366,0.85988104
8545,0.63241863
7916,0.13165022
7396,0.8378763
25747,0.8352159
10442,0.598685
5492,0.93081343
30309,0.91489637
16656,0.7286134
19030,0.84857744
39311,0.05183669
26062,0.06650623
21035,0.2924098
32117,0.017753163
503,0.9420494
15014,0.94554526
21916,0.51717025
13267,0.94839543
11779,0.39243016
18937,0.94647586
22133,0.035445616
26875,0.8396618
8141,0.7398433
6637,0.74257433
20983,0.9772825
33702,0.6047967
35537,0.0562687
21762,0.8530945
22340,0.52988654
6109,0.7004865
6479,0.15660864
9269,0.8509088
15179,0.4587379
30809,0.085088745
24384,0.15379892
32621,0.08094327
27159,0.92586213
1604,0.2519425
6500,0.121323615
7734,0.82235867
32353,0.7127248
1894,0.6906262
5026,0.24213259
12479,0.70406085
21799,0.2472105
18681,0.8242524
18693,0.9645702
31629,0.81726617
6817,0.90407324
20977,0.14376368
30322,0.60273755
9963,0.91987634
23228,0.9225055
2121,0.875185
13530,0.9533673
12887,0.046065826
7566,0.78511524
12291,0.92164296
29513,0.32963854
32208,0.8916283
7556,0.89240986
13463,0.55449694
3079,0.94733745
19093,0.5131015
18644,0.94032
12717,0.73102456
27732,0.87252474
32043,0.028657176
38240,0.95695585
36763,0.5450525
33431,0.23590505
14378,0.7045265
24439,0.61621433
6947,0.94307333
5382,0.8231303
26332,0.7796037
3694,0.8081351
11519,0.95716834
33299,0.9677512
36936,0.15259667
26550,0.9686376
13646,0.9501493
35075,0.049777213
13835,0.21507548
17591,0.9651563
17123,0.9460537
36460,0.7381264
13117,0.17155786
17994,0.0355211
30100,0.7726658
15106,0.3482304
12203,0.20865868
7742,0.046392336
6216,0.43547684
18155,0.23256068
17571,0.8517466
18519,0.9775948
10829,0.07115785
11469,0.25856805
2269,0.38493064
18083,0.98269504
5259,0.35186112
9011,0.6523145
20749,0.9422332
11419,0.046170603
9338,0.06160836
9533,0.9605513
18174,0.67908794
35260,0.75777537
2508,0.21627156
17278,0.77286136
22460,0.17101216
11811,0.94496584
5392,0.7795754
30196,0.19840784
20578,0.728132
14610,0.6656419
28508,0.881408
27929,0.16483852
35987,0.90286404
10794,0.11934458
18512,0.5835766
17926,0.3161914
36398,0.93335134
18050,0.11408309
231,0.87028056
12840,0.521701
13687,0.8975471
1332,0.20042399
36627,0.042828593
17866,0.09410453
17859,0.063134745
31632,0.40590027
27115,0.8268045
13854,0.6040041
36165,0.98669004
6379,0.9131071
7410,0.3389228
34748,0.6520177
35153,0.70912445
16902,0.448687
35678,0.51463944
18487,0.043877512
81,0.803544
2770,0.6677343
15143,0.7930316
17940,0.80754423
2584,0.6657172
18268,0.13274251
11791,0.77863747
17007,0.21345551
17693,0.6535383
21134,0.75138646
19806,0.2858748
3911,0.55298024
35063,0.37126425
25370,0.89431053
13198,0.93283623
17600,0.44986942
6070,0.77093226
19110,0.57113194
26695,0.92421734
8014,0.81021446
34101,0.07894575
24995,0.10904783
34195,0.7121097
6093,0.7786643
24394,0.4462376
6816,0.14350142
11366,0.64812374
14640,0.18738776
6182,0.6911236
25568,0.19513407
6187,0.22081318
17491,0.94532865
36401,0.59940094
7311,0.03142513
25271,0.81518567
17472,0.86312354
11889,0.9115674
33490,0.8106633
36306,0.061666418
6369,0.8922067
14552,0.7535923
14208,0.979391
19564,0.93150955
6579,0.64734095
20284,0.6085156
1515,0.982028
4519,0.98286384
6114,0.8248333
27997,0.8439224
14642,0.9721166
2193,0.887381
9752,0.44632006
14875,0.20979628
17773,0.2113543
34348,0.6864809
470,0.92265993
28708,0.05329285
6217,0.93376327
23754,0.3995103
35553,0.74840724
7138,0.90119773
736,0.09730947
17793,0.02938506
18971,0.04108938
31184,0.8859075
25883,0.60961914
17169,0.7837052
5810,0.84268576
15703,0.7819953
1450,0.107053615
7250,0.0552711
27273,0.92324036
12577,0.63416463
1688,0.73136324
19257,0.063032076
7195,0.6887864
6256,0.9218643
2955,0.90021205
20688,0.8816746
7216,0.93437076
13843,0.9354913
14389,0.8518013
37614,0.56647825
33081,0.9392137
1092,0.463682
2835,0.5104302
11134,0.94574857
17004,0.79750973
4462,0.9668581
37363,0.74774057
17963,0.9237897
27064,0.6823639
29658,0.7649577
18568,0.8024787
34560,0.14570129
4032,0.92376894
25726,0.8556154
10455,0.5410494
34317,0.037041523
20541,0.31444252
36622,0.676791
16912,0.6200156
15,0.06507458
14453,0.6893464
29707,0.7973869
27188,0.9065929
18790,0.15441266
35268,0.389952
8742,0.34322965
39272,0.35033658
2344,0.18416697
34746,0.65454525
34527,0.07661152
6354,0.9108059
25248,0.65601355
30344,0.27681854
21477,0.89034563
2970,0.4450629
4308,0.8338623
17704,0.97285765
12712,0.27415803
18703,0.8448952
27093,0.9394999
32432,0.73037827
8051,0.40312272
13471,0.8215572
16720,0.9075079
36532,0.82999116
35668,0.044466518
24463,0.15379615
12750,0.5955211
2185,0.89871734
28003,0.87158525
16033,0.89583236
23096,0.737078
31944,0.50289613
31665,0.39835846
21265,0.054067377
1784,0.88080895
25152,0.8854094
11955,0.95374066
21384,0.07237094
25783,0.047742777
38544,0.6361086
16550,0.9530081
10870,0.9586443
20577,0.16027175
28267,0.20276499
32347,0.723811
8881,0.3564818
16986,0.77288806
16516,0.1093152
27400,0.7476138
20562,0.88234675
16507,0.8972035
16497,0.9428643
31314,0.096046604
1871,0.81584823
16440,0.03131981
30824,0.040236764
29460,0.9305726
18051,0.4830276
35629,0.7803702
1684,0.030344976
19291,0.9336637
17189,0.9044258
7246,0.06516078
26361,0.8179429
16572,0.6681337
15323,0.06269212
31048,0.9578397
7080,0.8146679
18544,0.9344894
5127,0.9487604
7124,0.25867087
15673,0.7054962
14491,0.9571807
30574,0.84611213
1915,0.8906987
8457,0.5136801
38105,0.07443783
32723,0.9565509
29747,0.112165235
36834,0.10524964
22752,0.5960303
38594,0.9263258
24498,0.7447543
10742,0.87456363
17495,0.32733387
6583,0.7148181
18916,0.07645885
14992,0.13941202
7112,0.92825615
11350,0.8849948
26690,0.96182483
15152,0.04075983
16161,0.9778547
16106,0.1328075
20065,0.97612846
11442,0.8513016
5203,0.8169003
25317,0.79727536
3402,0.72508436
37867,0.67173153
6646,0.7789921
16004,0.18080495
27348,0.32037473
2054,0.82122827
22500,0.899677
34660,0.9561633
26429,0.69367135
15202,0.31855088
14938,0.8044385
28334,0.63447344
35361,0.26022923
15820,0.7666291
13900,0.31381798
36069,0.6408005
16263,0.18801385
23833,0.9597742
37175,0.019088821
22824,0.5066727
5895,0.51923305
27429,0.27511305
11238,0.2712257
15740,0.95385575
17227,0.704595
37852,0.76240814
19481,0.8491557
25801,0.32740292
31496,0.39943632
782,0.8341122
38774,0.84226584
4960,0.73194766
15269,0.8578885
23197,0.91026866
2787,0.9837325
34160,0.74976873
26485,0.21230215
26869,0.15286157
30032,0.79397726
20931,0.8754919
6919,0.8895868
15084,0.110843495
23168,0.9322336
13808,0.9697813
36709,0.08178236
1509,0.5561946
30496,0.87225026
34222,0.9512131
15587,0.94032705
30123,0.082991496
8825,0.10262983
23992,0.41462925
14575,0.9499106
27604,0.51848084
37551,0.66477287
3661,0.96708417
38952,0.17401263
32180,0.5880868
3093,0.5186357
22111,0.80292314
26901,0.76579076
33080,0.065965585
15442,0.5758262
519,0.7877506
25358,0.37522024
27294,0.33306167
15451,0.5446839
1223,0.93324274
36005,0.9177874
37590,0.7357809
1483,0.8248508
11734,0.12848876
20584,0.91591346
23308,0.8040101
30528,0.96187806
15389,0.08276881
8628,0.9640336
14833,0.87574774
13340,0.9397195
